Date,Value
2008-09-02,1277.5799560546875
2008-09-03,1274.97998046875
2008-09-04,1236.8299560546875
2008-09-05,1242.31005859375
2008-09-08,1267.7900390625
2008-09-09,1224.510009765625
2008-09-10,1232.0400390625
2008-09-11,1249.050048828125
2008-09-12,1251.699951171875
2008-09-15,1192.699951171875
2008-09-16,1213.5999755859375
2008-09-17,1156.3900146484375
2008-09-18,1206.510009765625
2008-09-19,1255.0799560546875
2008-09-22,1207.0899658203125
2008-09-23,1188.219970703125
2008-09-24,1185.8699951171875
2008-09-25,1209.1800537109375
2008-09-26,1213.27001953125
2008-09-29,1106.4200439453125
2008-09-30,1166.3599853515625
2008-10-01,1161.06005859375
2008-10-02,1114.280029296875
2008-10-03,1099.22998046875
2008-10-06,1056.8900146484375
2008-10-07,996.22998046875
2008-10-08,984.9400024414062
2008-10-09,909.9199829101562
2008-10-10,899.219970703125
2008-10-13,1003.3499755859375
2008-10-14,998.010009765625
2008-10-15,907.8400268554688
2008-10-16,946.4299926757812
2008-10-17,940.5499877929688
2008-10-20,985.4000244140625
2008-10-21,955.0499877929688
2008-10-22,896.780029296875
2008-10-23,908.1099853515625
2008-10-24,876.77001953125
2008-10-27,848.9199829101562
2008-10-28,940.510009765625
2008-10-29,930.0900268554688
2008-10-30,954.0900268554688
2008-10-31,968.75
2008-11-03,966.2999877929688
2008-11-04,1005.75
2008-11-05,952.77001953125
2008-11-06,904.8800048828125
2008-11-07,930.989990234375
2008-11-10,919.2100219726562
2008-11-11,898.9500122070312
2008-11-12,852.2999877929688
2008-11-13,911.2899780273438
2008-11-14,873.2899780273438
2008-11-17,850.75
2008-11-18,859.1199951171875
2008-11-19,806.5800170898438
2008-11-20,752.4400024414062
2008-11-21,800.030029296875
2008-11-24,851.8099975585938
2008-11-25,857.3900146484375
2008-11-26,887.6799926757812
2008-11-28,896.239990234375
2008-12-01,816.2100219726562
2008-12-02,848.8099975585938
2008-12-03,870.739990234375
2008-12-04,845.219970703125
2008-12-05,876.0700073242188
2008-12-08,909.7000122070312
2008-12-09,888.6699829101562
2008-12-10,899.239990234375
2008-12-11,873.5900268554688
2008-12-12,879.72998046875
2008-12-15,868.5700073242188
2008-12-16,913.1799926757812
2008-12-17,904.4199829101562
2008-12-18,885.280029296875
2008-12-19,887.8800048828125
2008-12-22,871.6300048828125
2008-12-23,863.1599731445312
2008-12-24,868.1500244140625
2008-12-26,872.7999877929688
2008-12-29,869.4199829101562
2008-12-30,890.6400146484375
2008-12-31,903.25
